307.0, 844.0, 0.0
307.0, 573.0, 0.0
819.0, 635.0, 0.0
819.0, 635.0, 0.0
307.0, 573.0, 0.0
545.0, 176.0, 0.0
975.0, -41.0, 0.0
1266.0, -41.0, 0.0
1057.0, 406.0, 0.0
819.0, 635.0, 0.0
545.0, 176.0, 0.0
1057.0, 406.0, 0.0
1057.0, 406.0, 0.0
545.0, 176.0, 0.0
975.0, -41.0, 0.0
307.0, 844.0, 0.0
819.0, 635.0, 0.0
819.0, 844.0, 0.0
819.0, 1622.0, 0.0
307.0, 1679.0, 0.0
307.0, 1409.0, 0.0
819.0, 844.0, 0.0
307.0, 1409.0, 0.0
307.0, 844.0, 0.0
819.0, 1622.0, 0.0
545.0, 2077.0, 0.0
307.0, 1679.0, 0.0
307.0, 1409.0, 0.0
819.0, 844.0, 0.0
819.0, 1413.0, 0.0
819.0, 1413.0, 0.0
819.0, 1622.0, 0.0
307.0, 1409.0, 0.0
975.0, 2294.0, 0.0
1057.0, 1847.0, 0.0
1266.0, 2294.0, 0.0
975.0, 2294.0, 0.0
545.0, 2077.0, 0.0
1057.0, 1847.0, 0.0
1057.0, 1847.0, 0.0
545.0, 2077.0, 0.0
819.0, 1622.0, 0.0
1057.0, 406.0, 0.0
1266.0, -41.0, 0.0
1266.0, 406.0, 0.0
1266.0, -41.0, 0.0
1458.0, 406.0, 0.0
1266.0, 406.0, 0.0
1458.0, 406.0, 0.0
1266.0, -41.0, 0.0
1688.0, -41.0, 0.0
1458.0, 406.0, 0.0
1688.0, -41.0, 0.0
1696.0, 598.0, 0.0
1696.0, 598.0, 0.0
2200.0, 397.0, 0.0
2212.0, 774.0, 0.0
2200.0, 397.0, 0.0
1696.0, 598.0, 0.0
1688.0, -41.0, 0.0
2212.0, 774.0, 0.0
1708.0, 774.0, 0.0
1696.0, 598.0, 0.0
1266.0, 1847.0, 0.0
1454.0, 1847.0, 0.0
1266.0, 2294.0, 0.0
1688.0, 2294.0, 0.0
1266.0, 2294.0, 0.0
1454.0, 1847.0, 0.0
1454.0, 1847.0, 0.0
1696.0, 1655.0, 0.0
1688.0, 2294.0, 0.0
1266.0, 1847.0, 0.0
1266.0, 2294.0, 0.0
1057.0, 1847.0, 0.0
1708.0, 1479.0, 0.0
2212.0, 1479.0, 0.0
1696.0, 1655.0, 0.0
1696.0, 1655.0, 0.0
2200.0, 1855.0, 0.0
1688.0, 2294.0, 0.0
2200.0, 1855.0, 0.0
1696.0, 1655.0, 0.0
2212.0, 1479.0, 0.0
